날짜,00시폭염,00시한파,00시강수,00시적설,00시체감온도,01시폭염,01시한파,01시강수,01시적설,01시체감온도,02시폭염,02시한파,02시강수,02시적설,02시체감온도,03시폭염,03시한파,03시강수,03시적설,03시체감온도,04시폭염,04시한파,04시강수,04시적설,04시체감온도,05시폭염,05시한파,05시강수,05시적설,05시체감온도,06시폭염,06시한파,06시강수,06시적설,06시체감온도,07시폭염,07시한파,07시강수,07시적설,07시체감온도,08시폭염,08시한파,08시강수,08시적설,08시체감온도,09시폭염,09시한파,09시강수,09시적설,09시체감온도,10시폭염,10시한파,10시강수,10시적설,10시체감온도,11시폭염,11시한파,11시강수,11시적설,11시체감온도,12시폭염,12시한파,12시강수,12시적설,12시체감온도,13시폭염,13시한파,13시강수,13시적설,13시체감온도,14시폭염,14시한파,14시강수,14시적설,14시체감온도,15시폭염,15시한파,15시강수,15시적설,15시체감온도,16시폭염,16시한파,16시강수,16시적설,16시체감온도,17시폭염,17시한파,17시강수,17시적설,17시체감온도,18시폭염,18시한파,18시강수,18시적설,18시체감온도,19시폭염,19시한파,19시강수,19시적설,19시체감온도,20시폭염,20시한파,20시강수,20시적설,20시체감온도,21시폭염,21시한파,21시강수,21시적설,21시체감온도,22시폭염,22시한파,22시강수,22시적설,22시체감온도,23시폭염,23시한파,23시강수,23시적설,23시체감온도,빨간날여부
2025-08-11,0,0,0,0,29.22578896,0,0,0,0,28.75725935,0,0,0,0,28.42701614,0,0,0,0,27.9323245,0,0,0,0,27.709,0,0,0,0,27.38242189,0,0,0,0,27.029054,0,0,0,0,27.16198562,0,0,0,0,27.40210595,0,0,0,0,28.25250758,0,0,0,0,28.85334389,0,0,0,0,29.79676531,0,0,0,0,30.42642916,0,0,0,0,30.96763288,0,0,0,0,31.50684482,0,0,0,0,31.49807464,0,0,0,0,31.49997227,0,0,0,0,31.50684482,0,0,0,0,30.96861021,0,0,0,0,29.89343902,0,0,0,0,29.49879234,0,0,0,0,29.01291404,0,0,0,0,28.71146441,0,0,0,0,28.33461277,0
2025-08-12,0,0,0,0,28.03023882,0,0,0,0,27.6106521,0,0,0,0,27.19106538,0,0,0,0,27.04236384,0,0,0,0,26.81981535,0,0,0,0,25.87146715,0,0,0,0,25.4694,0,0,0,0,25.47062735,0,0,0,0,27.46671725,0,0,0,0,29.46804757,0,0,0,0,30.96803594,1,0,0,0,32.58901792,1,0,0,0,33.9158007,1,0,0,0,34.97711554,1,0,0,0,35.74160874,1,0,0,0,35.92518208,1,0,0,0,36.50348981,1,0,0,0,36.31740791,1,0,0,0,35.5640615,1,0,0,0,33.96670753,0,0,0,0,32.08129168,0,0,0,0,30.85940953,0,0,0,0,30.01283771,0,0,0,0,29.477414,0
2025-08-13,0,0,0,0,29.04544662,0,0,0,0,28.92636889,0,0,0,0,28.8252605,0,0,0,0,28.57528731,0,0,0,0,28.53621422,0,0,0,0,28.11088522,0,0,1,0,26.60325226,0,0,1,0,26.21343862,0,0,1,0,25.74051159,0,0,1,0,25.1069178,0,0,1,0,24.29436876,0,0,1,0,23.67196078,0,0,1,0,24.97305626,0,0,1,0,25.72251186,0,0,0,0,28.58034828,0,0,0,0,28.78004181,0,0,1,0,28.744039,0,0,1,0,28.938649,0,0,1,0,28.89919623,0,0,1,0,28.14578131,0,0,1,0,26.69589905,0,0,0,0,26.71867816,0,0,0,0,26.52772627,0,0,0,0,26.70341181,0
2025-08-14,0,0,0,0,26.97278477,0,0,1,0,27.07519405,0,0,1,0,26.81009978,0,0,1,0,26.50311931,0,0,1,0,26.30914148,0,0,1,0,26.13249954,0,0,1,0,26.4389727,0,0,1,0,26.45496744,0,0,1,0,26.31630649,0,0,1,0,26.69143073,0,0,1,0,27.05627573,0,0,1,0,27.029054,0,0,0,0,27.24816639,0,0,0,0,28.07534226,0,0,0,0,28.70503863,0,0,0,0,28.50386697,0,0,1,0,28.59727685,0,0,0,0,29.06476367,0,0,0,0,28.97430894,0,0,0,0,28.53621422,0,0,0,0,28.15931498,0,0,0,0,27.96551325,0,0,0,0,27.74334264,0,0,0,0,27.59741941,0
2025-08-15,0,0,0,0,27.59741941,0,0,0,0,27.74334264,0,0,0,0,27.45193779,0,0,0,0,27.28084775,0,0,0,0,26.94989104,0,0,0,0,26.59941873,0,0,0,0,26.5892,0,0,0,0,26.84793534,0,0,0,0,27.46671725,0,0,0,0,29.1580627,0,0,0,0,31.07050929,0,0,0,0,30.54470216,0,0,0,0,29.3763076,0,0,0,0,29.60368902,0,0,0,0,29.98589799,0,0,0,0,31.72453259,1,0,0,0,33.27507282,1,0,0,0,32.91319992,0,0,0,0,32.03577988,0,0,0,0,31.50684482,0,0,0,0,30.32324796,0,0,0,0,29.65247532,0,0,0,0,29.00342231,0,0,0,0,28.61825615,1
2025-08-16,0,0,0,0,28.69602143,0,0,0,0,28.27601286,0,0,0,0,28.14688646,0,0,0,0,28.13410291,0,0,0,0,27.93882742,0,0,0,0,28.02449535,0,0,0,0,28.0543939,0,0,0,0,28.17251299,0,0,0,0,28.6596189,0,0,0,0,29.5884843,0,0,0,0,30.54191835,0,0,0,0,32.41501695,1,0,0,0,33.20189768,1,0,0,0,32.53201984,1,0,0,0,34.29980572,1,0,0,0,34.00414081,1,0,0,0,33.74991802,1,0,0,0,32.93798936,1,0,0,0,32.63431475,0,0,0,0,31.73437296,0,0,0,0,30.54327947,0,0,0,0,30.00370346,0,0,0,0,29.35617783,0,0,0,0,29.03952286,1
2025-08-17,0,0,0,0,28.62581052,0,0,0,0,28.64028487,0,0,0,0,28.3817533,0,0,0,0,28.26659128,0,0,0,0,28.251344,0,0,0,0,28.34492886,0,0,0,0,28.28960462,0,0,0,0,28.54523945,0,0,0,0,28.71146441,0,0,0,0,29.44369993,0,0,0,0,30.64475061,0,0,0,0,31.52171972,1,0,0,0,33.15165295,1,0,0,0,33.76171954,1,0,0,0,34.50792062,1,0,0,0,33.5753528,1,0,0,0,33.47914484,1,0,0,0,33.3518704,1,0,0,0,32.49666916,0,0,0,0,31.82218465,0,0,0,0,30.86050915,0,0,0,0,30.35229106,0,0,0,0,30.254,0,0,0,0,30.11892606,1
2025-08-18,0,0,0,0,29.91431284,0,0,0,0,29.8915823,0,0,0,0,29.79676531,0,0,0,0,29.60929204,0,0,0,0,29.49879234,0,0,1,0,29.40037696,0,0,0,0,29.13608573,0,0,0,0,29.23913727,0,0,0,0,29.57108231,0,0,0,0,30.10834349,0,0,0,0,31.61827559,1,0,0,0,32.73832008,1,0,0,0,33.61211521,1,0,0,0,34.95032075,1,0,0,0,35.02880298,1,0,0,0,35.3670998,1,0,0,0,34.69721797,1,0,0,0,33.89648435,1,0,0,0,32.54022348,0,0,0,0,31.65007726,0,0,0,0,30.41571939,0,0,1,0,29.96590747,0,0,1,0,29.65539919,0,0,1,0,29.42980901,0
2025-08-19,0,0,1,0,29.3763076,0,0,0,0,29.39389566,0,0,0,0,29.477414,0,0,0,0,29.33479919,0,0,0,0,29.25904185,0,0,0,0,29.14665404,0,0,0,0,29.03952286,0,0,0,0,29.14127336,0,0,0,0,29.75953996,0,0,0,0,30.85846417,0,0,0,0,32.07696134,1,0,0,0,32.95952015,1,0,0,0,33.45396481,1,0,0,0,33.77466955,1,0,0,0,34.07774026,1,0,0,0,34.82088009,1,0,0,0,33.90114692,1,0,0,0,33.76507485,1,0,0,0,33.24946431,0,0,0,0,32.09507758,0,0,0,0,31.30454548,0,0,0,0,30.86075288,0,0,0,0,30.64475061,0,0,0,0,30.53372696,0
2025-08-20,0,0,0,0,30.2137035,0,0,0,0,30.1036226,0,0,0,0,29.8605832,0,0,0,0,29.79302993,0,0,0,0,29.5794347,0,0,0,0,29.40723197,0,0,0,0,29.10007806,0,0,0,0,29.15224423,0,0,0,0,29.86945027,0,0,0,0,30.96817754,0,0,0,0,32.06263198,1,0,0,0,32.93332502,1,0,0,0,33.90124128,1,0,0,0,34.18252057,1,0,0,0,34.83182002,1,0,0,0,35.27850701,1,0,0,0,34.67093538,1,0,0,0,34.13412862,1,0,0,0,32.95123896,0,0,0,0,32.04565371,0,0,0,0,31.51139241,0,0,0,0,31.07579772,0,0,0,0,30.65514897,0,0,0,0,30.65041205,0
2025-08-21,0,0,0,0,30.4576,0,0,0,0,30.43719112,0,0,0,0,30.33796578,0,0,0,0,30.13157975,0,0,0,0,29.89982755,0,0,0,0,29.69031487,0,0,0,0,29.59331313,0,0,0,0,29.80066101,0,0,0,0,30.21796581,0,0,0,0,31.29132127,0,0,0,0,32.34177032,1,0,0,0,33.62898097,1,0,0,0,34.79812379,1,0,0,0,36.14547417,1,0,0,0,36.91144456,1,0,0,0,36.02442795,1,0,0,0,36.62053652,1,0,0,0,35.76111038,1,0,0,0,34.37577321,1,0,0,0,32.84505487,0,0,0,0,31.71538703,0,0,0,0,31.27580374,0,0,0,0,30.86433747,0,0,0,0,30.4576,0
2025-08-22,0,0,0,0,29.92266467,0,0,0,0,29.51801127,0,0,0,0,29.22578896,0,0,0,0,28.95807805,0,0,0,0,28.67928039,0,0,0,0,28.62229163,0,0,0,0,28.59733321,0,0,0,0,28.64028487,0,0,0,0,29.89041817,0,0,0,0,30.64836879,0,0,0,0,32.03919583,1,0,0,0,33.97662401,1,0,0,0,34.76041619,1,0,0,0,35.13589124,1,0,0,0,35.70489,1,0,0,0,36.13433826,1,0,0,0,36.18736216,1,0,0,0,35.77158809,1,0,0,0,34.3831375,1,0,0,0,32.61351992,0,0,0,0,31.40716842,0,0,0,0,30.86213288,0,0,0,0,30.54061325,0,0,0,0,30.33110277,0
2025-08-23,0,0,0,0,30.23917664,0,0,0,0,30.12817242,0,0,0,0,30.13901048,0,0,0,0,29.92719739,0,0,0,0,29.82851088,0,0,0,0,29.65165682,0,0,0,0,29.60929204,0,0,0,0,29.68230992,0,0,0,0,30.1522,0,0,0,0,31.18062096,0,0,0,0,32.2812239,1,0,0,0,33.18515041,1,0,0,0,33.4465568,1,0,0,0,32.90774792,1,0,0,0,32.67092705,1,0,0,0,32.81012203,1,0,0,0,34.08407625,1,0,0,0,34.23215968,1,0,0,0,34.08692071,1,0,0,0,33.11700612,0,0,0,0,32.04565371,0,0,0,0,31.28927759,0,0,0,0,30.96700943,0,0,0,0,30.76192819,1
2025-08-24,0,0,0,0,30.4724094,0,0,0,0,29.91837906,0,0,0,0,29.65165682,0,0,0,0,29.49879234,0,0,0,0,29.40339358,0,0,0,0,29.08700433,0,0,0,0,29.38683898,0,0,0,0,29.47206113,0,0,0,0,30.24251035,0,0,0,0,30.86433747,0,0,0,0,31.60180108,1,0,0,0,33.11700612,1,0,0,0,35.04108422,1,0,0,0,35.4533036,1,0,0,0,36.4133472,1,0,0,0,37.29988358,1,0,0,0,36.60959315,1,0,0,0,36.71071035,1,0,0,0,35.78290084,1,0,0,0,33.99380658,1,0,0,0,32.89624525,0,0,0,0,32.35617273,0,0,0,0,31.85404449,0,0,0,0,31.27910747,1
2025-08-25,0,0,0,0,30.96688269,0,0,0,0,30.86183183,0,0,0,0,30.75612194,0,0,0,0,30.53270731,0,0,0,0,30.25847999,0,0,0,0,29.745,0,0,0,0,29.69457265,0,0,0,0,30.01283771,0,0,0,0,30.86183183,0,0,0,0,28.80118402,0,0,1,0,28.86941226,0,0,1,0,30.13518356,0,0,1,0,31.06915603,1,0,0,0,32.61351992,1,0,0,0,34.60342958,1,0,0,0,33.95492045,1,0,0,0,34.25102543,1,0,0,0,34.43000705,0,0,1,0,32.42800111,0,0,0,0,31.97737285,0,0,1,0,31.07931959,0,0,0,0,31.41720182,0,0,0,0,31.19088924,0,0,1,0,30.85747715,0
2025-08-26,0,0,0,0,30.20783848,0,0,0,0,29.77040214,0,0,0,0,29.49305949,0,0,1,0,28.93239168,0,0,1,0,28.42491879,0,0,1,0,27.69345474,0,0,1,0,27.57642541,0,0,1,0,27.49210112,0,0,1,0,27.60073061,0,0,0,0,27.9266191,0,0,0,0,28.48271261,0,0,0,0,29.67489462,0,0,0,0,30.52982187,0,0,0,0,31.63368571,1,0,0,0,32.76161231,1,0,0,0,33.70392707,1,0,0,0,33.8556748,1,0,0,0,33.41619275,0,0,0,0,32.20355637,0,0,0,0,30.74639061,0,0,0,0,29.89343902,0,0,0,0,29.10413373,0,0,0,0,29.00051193,0,0,0,0,28.56471663,0
2025-08-27,0,0,0,0,28.08361955,0,0,0,0,27.80782745,0,0,0,0,27.3018,0,0,0,0,26.97278477,0,0,0,0,26.92095255,0,0,0,0,26.37110825,0,0,0,0,26.0802,0,0,0,0,25.68851616,0,0,0,0,27.0162919,0,0,0,0,27.8610799,0,0,0,0,28.20000878,0,0,0,0,28.9095337,0,0,0,0,29.89343902,0,0,0,0,30.96780371,0,0,0,0,32.12120934,0,0,0,0,32.22073059,1,0,0,0,32.88804707,0,0,0,0,32.39738753,0,0,0,0,30.8592097,0,0,0,0,30.01283771,0,0,0,0,29.57517875,0,0,0,0,29.2081181,0,0,0,0,28.59848796,0,0,0,0,28.33687328,0
2025-08-28,0,0,0,0,28.218,0,0,0,0,27.84733573,0,0,0,0,27.55027999,0,0,0,0,27.12308952,0,0,0,0,26.96553938,0,0,0,0,27.03401444,0,0,0,0,26.87637534,0,0,0,0,27.12322694,0,0,0,0,28.01867276,0,0,0,0,29.70368616,0,0,0,0,31.07372123,0,0,0,0,32.18279982,1,0,0,0,32.85638021,1,0,0,0,32.5262587,1,0,0,0,33.30929377,1,0,0,0,33.33879503,1,0,0,0,33.05219319,1,0,0,0,33.05684943,1,0,0,0,33.13517105,0,0,0,0,32.08129168,0,0,0,0,31.52398743,0,0,0,0,30.96897156,0,0,0,0,30.64017624,0,0,0,0,30.41900185,0
2025-08-29,0,0,0,0,30.30909154,0,0,0,0,30.20422592,0,0,0,0,30.08222102,0,0,0,0,30.09307788,0,0,0,0,29.87930288,0,0,0,0,29.88750127,0,0,1,0,29.47263708,0,0,0,0,29.63894539,0,0,0,0,29.95910898,0,0,0,0,30.85864311,0,0,0,0,32.31803744,1,0,0,0,33.64848291,1,0,0,0,34.45376837,1,0,0,0,35.17294674,1,0,0,0,35.51377128,1,0,0,0,35.31532554,1,0,0,0,33.70374127,0,0,1,0,30.09920898,0,0,0,0,30.85828971,0,0,0,0,30.74751949,0,0,0,0,30.85982786,0,0,1,0,30.19918122,0,0,1,0,29.89041817,0,0,1,0,29.78265639,0
2025-08-30,0,0,1,0,29.62151114,0,0,1,0,29.46804757,0,0,1,0,29.19146188,0,0,1,0,29.38189335,0,0,1,0,29.17047357,0,0,1,0,29.09525272,0,0,1,0,28.35580154,0,0,0,0,28.87816896,0,0,0,0,28.19106569,0,0,0,0,28.09928686,0,0,0,0,29.44938243,0,0,0,0,30.54619286,0,0,0,0,32.40941806,1,0,0,0,33.52743451,1,0,0,0,33.62842604,1,0,0,0,33.54139036,1,0,0,0,34.12643169,1,0,0,0,34.22712976,1,0,0,0,33.77768524,1,0,0,0,32.40047669,0,0,0,0,31.28061271,0,0,0,0,30.65041205,0,0,0,0,30.11125306,0,0,0,0,29.63542609,1
2025-08-31,0,0,0,0,29.30575584,0,0,0,0,28.91520486,0,0,0,0,28.34492886,0,0,0,0,28.1162,0,0,0,0,27.63934956,0,0,0,0,27.3484053,0,0,0,0,27.12308952,0,0,0,0,27.43136339,0,0,0,0,28.6596189,0,0,0,0,29.89982755,0,0,0,0,31.91893075,1,0,0,0,32.73094687,1,0,0,0,33.14083482,1,0,0,0,32.92357583,1,0,0,0,33.24400652,1,0,0,0,34.06552048,1,0,0,0,33.52253053,1,0,0,0,33.41154387,1,0,0,0,32.85998397,0,0,0,0,31.72453259,0,0,0,0,31.29979308,0,0,0,0,30.96866556,0,0,0,0,30.52164977,0,0,0,0,30.20972981,1
2025-09-01,0,0,0,0,29.90674936,0,0,0,0,29.6584061,0,0,0,0,29.33880252,0,0,0,0,29.22175024,0,0,0,0,29.09227624,0,0,1,0,27.90468443,0,0,1,0,27.16198562,0,0,1,0,27.54827645,0,0,0,0,27.40210595,0,0,0,0,28.218,0,0,0,0,28.55579214,0,0,0,0,28.89425835,0,0,0,0,29.41148953,0,0,0,0,30.29264751,0,0,1,0,29.64151916,0,0,1,0,29.7232866,0,0,0,0,29.72509848,0,0,0,0,30.0911486,0,0,1,0,28.27601286,0,0,1,0,27.84733573,0,0,0,0,27.73005011,0,0,0,0,27.48483117,0,0,0,0,27.17616606,0,0,0,0,26.78893841,0
2025-09-02,0,0,0,0,26.72225703,0,0,0,0,26.31412938,0,0,0,0,26.31714813,0,0,0,0,25.5712,0,0,0,0,25.11761774,0,0,0,0,24.72754323,0,0,0,0,24.43965729,0,0,0,0,24.06764588,0,0,0,0,24.96853811,0,0,0,0,26.16191097,0,0,0,0,26.97278477,0,0,0,0,28.6252,0,0,0,0,29.80066101,0,0,0,0,30.75305691,0,0,0,0,31.39499418,0,0,0,0,31.93503151,1,0,0,0,32.72711848,1,0,0,0,32.90774792,0,0,0,0,32.03919583,0,0,0,0,30.6515062,0,0,0,0,29.29591942,0,0,0,0,28.37951272,0,0,0,0,27.8535752,0,0,0,0,27.42663852,0
2025-09-03,0,0,0,0,27.01832169,0,0,0,0,26.29974538,0,0,0,0,25.91240601,0,0,0,0,25.57633724,0,0,0,0,25.25920757,0,0,0,0,25.0131602,0,0,0,0,24.58069399,0,0,0,0,24.70842009,0,0,0,0,26.03984989,0,0,0,0,27.42203757,0,0,0,0,29.3429324,0,0,0,0,30.64649052,0,0,0,0,31.92898226,1,0,0,0,32.95193338,1,0,0,0,33.53903232,1,0,0,0,34.46162052,1,0,0,0,33.85133936,1,0,0,0,33.9965088,1,0,0,0,33.26530601,0,0,0,0,32.11627305,0,0,0,0,31.28589794,0,0,0,0,30.96788405,0,0,0,0,30.6515062,0,0,0,0,30.43899227,0
2025-09-04,0,0,0,0,29.89657228,0,0,0,0,29.67853454,0,0,1,0,27.60933759,0,0,1,0,26.2716445,0,0,1,0,26.05773562,0,0,1,0,25.504194,0,0,1,0,24.77636376,0,0,1,0,24.79359486,0,0,1,0,24.80043187,0,0,1,0,25.11729505,0,0,1,0,25.22912178,0,0,1,0,25.9712882,0,0,0,0,27.8179896,0,0,0,0,29.12154353,0,0,0,0,30.53372696,0,0,0,0,31.39499418,0,0,0,0,32.06001331,0,0,0,0,31.40157624,0,0,0,0,30.75420848,0,0,0,0,29.88750127,0,0,0,0,29.17711947,0,0,0,0,28.61099815,0,0,0,0,28.14387808,0,0,0,0,27.80261871,0
2025-09-05,0,0,0,0,27.28428856,0,0,0,0,26.92930699,0,0,0,0,26.45496744,0,0,0,0,26.16191097,0,0,0,0,25.97546023,0,0,0,0,25.68770888,0,0,0,0,25.48789731,0,0,0,0,25.81025402,0,0,0,0,26.46223049,0,0,0,0,28.36113707,0,0,0,0,30.41678635,0,0,0,0,32.04248375,1,0,0,0,33.22445836,1,0,0,0,33.60027965,1,0,0,0,35.06298346,1,0,0,0,35.1166043,1,0,0,0,34.5138852,1,0,0,0,34.24329259,1,0,0,0,32.83285656,0,0,0,0,31.8163397,0,0,0,0,30.86154453,0,0,0,0,30.4471628,0,0,0,0,30.02327574,0,0,0,0,29.60929204,0
